seqName,sampleDate,seqId,location,clade,pangoLineages,nextStrainClade,whoClade
hCoV-19/Jiangxi/GCDC-033/2023|EPI_ISL_16597012|2023-01-03,2023-01-03,EPI_ISL_16597012,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/GCDC-034/2023|EPI_ISL_16597013|2023-01-09,2023-01-09,EPI_ISL_16597013,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/GCDC-035/2023|EPI_ISL_16597014|2023-01-09,2023-01-09,EPI_ISL_16597014,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/GCDC-036/2023|EPI_ISL_16597015|2023-01-08,2023-01-08,EPI_ISL_16597015,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/GCDC-037/2023|EPI_ISL_16597016|2023-01-08,2023-01-08,EPI_ISL_16597016,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/GCDC-038/2023|EPI_ISL_16597017|2023-01-08,2023-01-08,EPI_ISL_16597017,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/GCDC-039/2023|EPI_ISL_16597018|2023-01-09,2023-01-09,EPI_ISL_16597018,Jiangxi,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Jiangxi/GCDC-040/2023|EPI_ISL_16597019|2023-01-09,2023-01-09,EPI_ISL_16597019,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-AL2624/2022|EPI_ISL_16597020|2022-12-28,2022-12-28,EPI_ISL_16597020,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-AL2626/2022|EPI_ISL_16597021|2022-12-28,2022-12-28,EPI_ISL_16597021,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-AL2642/2022|EPI_ISL_16597022|2022-12-28,2022-12-28,EPI_ISL_16597022,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-AL2643/2022|EPI_ISL_16597023|2022-12-28,2022-12-28,EPI_ISL_16597023,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-2546/2022|EPI_ISL_16597024|2022-12-14,2022-12-14,EPI_ISL_16597024,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/NCDC-2565/2022|EPI_ISL_16597025|2022-12-15,2022-12-15,EPI_ISL_16597025,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-2573/2022|EPI_ISL_16597026|2022-12-16,2022-12-16,EPI_ISL_16597026,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-2574/2022|EPI_ISL_16597027|2022-12-18,2022-12-18,EPI_ISL_16597027,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-2578/2022|EPI_ISL_16597028|2022-12-15,2022-12-15,EPI_ISL_16597028,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-2581/2022|EPI_ISL_16597029|2022-12-16,2022-12-16,EPI_ISL_16597029,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-2590/2022|EPI_ISL_16597030|2022-12-14,2022-12-14,EPI_ISL_16597030,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-2618/2022|EPI_ISL_16597031|2022-12-23,2022-12-23,EPI_ISL_16597031,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-001/2023|EPI_ISL_16597032|2023-01-05,2023-01-05,EPI_ISL_16597032,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-002/2023|EPI_ISL_16597033|2023-01-05,2023-01-05,EPI_ISL_16597033,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/NCDC-003/2023|EPI_ISL_16597034|2023-01-05,2023-01-05,EPI_ISL_16597034,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/NCDC-004/2023|EPI_ISL_16597035|2023-01-05,2023-01-05,EPI_ISL_16597035,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-005/2023|EPI_ISL_16597036|2023-01-05,2023-01-05,EPI_ISL_16597036,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/NCDC-006/2023|EPI_ISL_16597037|2023-01-05,2023-01-05,EPI_ISL_16597037,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/NCDC-007/2023|EPI_ISL_16597038|2023-01-05,2023-01-05,EPI_ISL_16597038,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-009/2023|EPI_ISL_16597039|2023-01-05,2023-01-05,EPI_ISL_16597039,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/NCDC-010/2023|EPI_ISL_16597040|2023-01-05,2023-01-05,EPI_ISL_16597040,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/NCDC-011/2023|EPI_ISL_16597041|2023-01-05,2023-01-05,EPI_ISL_16597041,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/NCDC-012/2023|EPI_ISL_16597042|2023-01-05,2023-01-05,EPI_ISL_16597042,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/NCDC-013/2023|EPI_ISL_16597043|2023-01-09,2023-01-09,EPI_ISL_16597043,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/NCDC-014/2023|EPI_ISL_16597044|2023-01-09,2023-01-09,EPI_ISL_16597044,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-015/2023|EPI_ISL_16597045|2023-01-09,2023-01-09,EPI_ISL_16597045,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-016/2023|EPI_ISL_16597046|2023-01-09,2023-01-09,EPI_ISL_16597046,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/NCDC-017/2023|EPI_ISL_16597047|2023-01-09,2023-01-09,EPI_ISL_16597047,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-018/2023|EPI_ISL_16597048|2023-01-13,2023-01-13,EPI_ISL_16597048,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/NCDC-019/2023|EPI_ISL_16597049|2023-01-13,2023-01-13,EPI_ISL_16597049,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-020/2023|EPI_ISL_16597050|2023-01-13,2023-01-13,EPI_ISL_16597050,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-022/2023|EPI_ISL_16597051|2023-01-13,2023-01-13,EPI_ISL_16597051,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/NCDC-023/2023|EPI_ISL_16597052|2023-01-16,2023-01-16,EPI_ISL_16597052,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1140/2022|EPI_ISL_16597053|2022-12-08,2022-12-08,EPI_ISL_16597053,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1141/2022|EPI_ISL_16597054|2022-12-16,2022-12-16,EPI_ISL_16597054,Jiangxi,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1142/2022|EPI_ISL_16597055|2022-12-16,2022-12-16,EPI_ISL_16597055,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1145/2022|EPI_ISL_16597056|2022-12-16,2022-12-16,EPI_ISL_16597056,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1146/2022|EPI_ISL_16597057|2022-12-16,2022-12-16,EPI_ISL_16597057,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1147/2022|EPI_ISL_16597058|2022-12-16,2022-12-16,EPI_ISL_16597058,Jiangxi,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1148/2022|EPI_ISL_16597059|2022-12-16,2022-12-16,EPI_ISL_16597059,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1149/2022|EPI_ISL_16597060|2022-12-16,2022-12-16,EPI_ISL_16597060,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1160/2022|EPI_ISL_16597061|2022-12-28,2022-12-28,EPI_ISL_16597061,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1161/2022|EPI_ISL_16597062|2022-12-28,2022-12-28,EPI_ISL_16597062,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1169/2022|EPI_ISL_16597063|2022-12-28,2022-12-28,EPI_ISL_16597063,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1170/2022|EPI_ISL_16597064|2022-12-28,2022-12-28,EPI_ISL_16597064,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1171/2022|EPI_ISL_16597065|2022-12-28,2022-12-28,EPI_ISL_16597065,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1172/2022|EPI_ISL_16597066|2022-12-28,2022-12-28,EPI_ISL_16597066,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1175/2022|EPI_ISL_16597067|2022-12-28,2022-12-28,EPI_ISL_16597067,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML1180/2022|EPI_ISL_16597068|2022-12-28,2022-12-28,EPI_ISL_16597068,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML0029/2023|EPI_ISL_16597069|2023-01-10,2023-01-10,EPI_ISL_16597069,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML0040/2023|EPI_ISL_16597070|2023-01-10,2023-01-10,EPI_ISL_16597070,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML0005/2023|EPI_ISL_16597071|2023-01-03,2023-01-03,EPI_ISL_16597071,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML0008/2023|EPI_ISL_16597072|2023-01-03,2023-01-03,EPI_ISL_16597072,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML0012/2023|EPI_ISL_16597073|2023-01-03,2023-01-03,EPI_ISL_16597073,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JCDC-ML0017/2023|EPI_ISL_16597075|2023-01-04,2023-01-04,EPI_ISL_16597075,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-633/2022|EPI_ISL_16597076|2022-12-01,2022-12-01,EPI_ISL_16597076,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-636/2022|EPI_ISL_16597077|2022-12-01,2022-12-01,EPI_ISL_16597077,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-638/2022|EPI_ISL_16597078|2022-12-01,2022-12-01,EPI_ISL_16597078,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-643/2022|EPI_ISL_16597079|2022-12-01,2022-12-01,EPI_ISL_16597079,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-644/2022|EPI_ISL_16597080|2022-12-01,2022-12-01,EPI_ISL_16597080,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-645/2022|EPI_ISL_16597081|2022-12-02,2022-12-02,EPI_ISL_16597081,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-652/2022|EPI_ISL_16597082|2022-12-02,2022-12-02,EPI_ISL_16597082,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-653/2022|EPI_ISL_16597083|2022-12-02,2022-12-02,EPI_ISL_16597083,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-655/2022|EPI_ISL_16597084|2022-12-03,2022-12-03,EPI_ISL_16597084,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-659/2022|EPI_ISL_16597085|2022-12-03,2022-12-03,EPI_ISL_16597085,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-660/2022|EPI_ISL_16597086|2022-12-03,2022-12-03,EPI_ISL_16597086,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/JXCDC-661/2022|EPI_ISL_16597087|2022-12-17,2022-12-17,EPI_ISL_16597087,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-662/2022|EPI_ISL_16597088|2022-12-28,2022-12-28,EPI_ISL_16597088,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-665/2022|EPI_ISL_16597089|2022-12-28,2022-12-28,EPI_ISL_16597089,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-666/2022|EPI_ISL_16597090|2022-12-28,2022-12-28,EPI_ISL_16597090,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/JXCDC-670/2022|EPI_ISL_16597091|2022-12-29,2022-12-29,EPI_ISL_16597091,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-671/2022|EPI_ISL_16597092|2022-12-29,2022-12-29,EPI_ISL_16597092,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-001/2023|EPI_ISL_16597093|2023-01-04,2023-01-04,EPI_ISL_16597093,Jiangxi,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangxi/JXCDC-002/2023|EPI_ISL_16597094|2023-01-04,2023-01-04,EPI_ISL_16597094,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-004/2023|EPI_ISL_16597095|2023-01-04,2023-01-04,EPI_ISL_16597095,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-005/2023|EPI_ISL_16597096|2023-01-04,2023-01-04,EPI_ISL_16597096,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Jiangxi/JXCDC-014/2023|EPI_ISL_16597097|2023-01-15,2023-01-15,EPI_ISL_16597097,Jiangxi,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Tianjin/TJCDC-039/2023|EPI_ISL_16597925|2023-01-09,2023-01-09,EPI_ISL_16597925,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-040/2023|EPI_ISL_16597926|2023-01-09,2023-01-09,EPI_ISL_16597926,Tianjin,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Tianjin/TJCDC-041/2023|EPI_ISL_16597927|2023-01-09,2023-01-09,EPI_ISL_16597927,Tianjin,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Tianjin/TJCDC-042/2023|EPI_ISL_16597928|2023-01-09,2023-01-09,EPI_ISL_16597928,Tianjin,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Tianjin/TJCDC-043/2023|EPI_ISL_16597929|2023-01-09,2023-01-09,EPI_ISL_16597929,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-044/2023|EPI_ISL_16597930|2023-01-08,2023-01-08,EPI_ISL_16597930,Tianjin,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Tianjin/TJCDC-045/2023|EPI_ISL_16597931|2023-01-08,2023-01-08,EPI_ISL_16597931,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-046/2023|EPI_ISL_16597932|2023-01-07,2023-01-07,EPI_ISL_16597932,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-047/2023|EPI_ISL_16597933|2023-01-07,2023-01-07,EPI_ISL_16597933,Tianjin,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Tianjin/TJCDC-048/2023|EPI_ISL_16597934|2023-01-08,2023-01-08,EPI_ISL_16597934,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-049/2023|EPI_ISL_16597935|2023-01-08,2023-01-08,EPI_ISL_16597935,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-050/2023|EPI_ISL_16597936|2023-01-09,2023-01-09,EPI_ISL_16597936,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-051/2023|EPI_ISL_16597937|2023-01-09,2023-01-09,EPI_ISL_16597937,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-052/2023|EPI_ISL_16597938|2023-01-09,2023-01-09,EPI_ISL_16597938,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-053/2023|EPI_ISL_16597939|2023-01-09,2023-01-09,EPI_ISL_16597939,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-054/2023|EPI_ISL_16597940|2023-01-09,2023-01-09,EPI_ISL_16597940,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-055/2023|EPI_ISL_16597941|2023-01-09,2023-01-09,EPI_ISL_16597941,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-056/2023|EPI_ISL_16597942|2023-01-09,2023-01-09,EPI_ISL_16597942,Tianjin,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Tianjin/TJCDC-057/2023|EPI_ISL_16597943|2023-01-06,2023-01-06,EPI_ISL_16597943,Tianjin,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Tianjin/TJCDC-058/2023|EPI_ISL_16597944|2023-01-10,2023-01-10,EPI_ISL_16597944,Tianjin,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Tianjin/TJCDC-059/2023|EPI_ISL_16597945|2023-01-06,2023-01-06,EPI_ISL_16597945,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-060/2023|EPI_ISL_16597946|2023-01-07,2023-01-07,EPI_ISL_16597946,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-061/2023|EPI_ISL_16597947|2023-01-06,2023-01-06,EPI_ISL_16597947,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-062/2023|EPI_ISL_16597948|2023-01-12,2023-01-12,EPI_ISL_16597948,Tianjin,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Tianjin/TJCDC-063/2023|EPI_ISL_16597949|2023-01-11,2023-01-11,EPI_ISL_16597949,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-064/2023|EPI_ISL_16597950|2023-01-11,2023-01-11,EPI_ISL_16597950,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-065/2023|EPI_ISL_16597951|2023-01-01,2023-01-01,EPI_ISL_16597951,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Tianjin/TJCDC-066/2023|EPI_ISL_16597952|2023-01-07,2023-01-07,EPI_ISL_16597952,Tianjin,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1523/2022|EPI_ISL_16598322|2022-12-18,2022-12-18,EPI_ISL_16598322,Heilongjiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1521/2022|EPI_ISL_16598323|2022-12-17,2022-12-17,EPI_ISL_16598323,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1522/2022|EPI_ISL_16598324|2022-12-17,2022-12-17,EPI_ISL_16598324,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1519/2022|EPI_ISL_16598325|2022-12-16,2022-12-16,EPI_ISL_16598325,Heilongjiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1520/2022|EPI_ISL_16598326|2022-12-16,2022-12-16,EPI_ISL_16598326,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1539/2022|EPI_ISL_16598327|2022-12-22,2022-12-22,EPI_ISL_16598327,Heilongjiang,22B (Omicron),BA.5.1,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1540/2022|EPI_ISL_16598328|2022-12-22,2022-12-22,EPI_ISL_16598328,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1541/2022|EPI_ISL_16598329|2022-12-22,2022-12-22,EPI_ISL_16598329,Heilongjiang,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1543/2022|EPI_ISL_16598330|2022-12-22,2022-12-22,EPI_ISL_16598330,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1544/2022|EPI_ISL_16598331|2022-12-22,2022-12-22,EPI_ISL_16598331,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1545/2022|EPI_ISL_16598332|2022-12-22,2022-12-22,EPI_ISL_16598332,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1546/2022|EPI_ISL_16598333|2022-12-22,2022-12-22,EPI_ISL_16598333,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1547/2022|EPI_ISL_16598334|2022-12-22,2022-12-22,EPI_ISL_16598334,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1548/2022|EPI_ISL_16598336|2022-12-22,2022-12-22,EPI_ISL_16598336,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1549/2022|EPI_ISL_16598337|2022-12-22,2022-12-22,EPI_ISL_16598337,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1550/2022|EPI_ISL_16598338|2022-12-22,2022-12-22,EPI_ISL_16598338,Heilongjiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1551/2022|EPI_ISL_16598339|2022-12-22,2022-12-22,EPI_ISL_16598339,Heilongjiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1552/2022|EPI_ISL_16598340|2022-12-22,2022-12-22,EPI_ISL_16598340,Heilongjiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1553/2022|EPI_ISL_16598341|2022-12-22,2022-12-22,EPI_ISL_16598341,Heilongjiang,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1580/2022|EPI_ISL_16598342|2022-12-30,2022-12-30,EPI_ISL_16598342,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1581/2022|EPI_ISL_16598343|2022-12-30,2022-12-30,EPI_ISL_16598343,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1582/2022|EPI_ISL_16598344|2022-12-30,2022-12-30,EPI_ISL_16598344,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1583/2022|EPI_ISL_16598345|2022-12-30,2022-12-30,EPI_ISL_16598345,Heilongjiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1584/2022|EPI_ISL_16598346|2022-12-30,2022-12-30,EPI_ISL_16598346,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1555/2022|EPI_ISL_16598347|2022-12-23,2022-12-23,EPI_ISL_16598347,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1585/2022|EPI_ISL_16598348|2022-12-30,2022-12-30,EPI_ISL_16598348,Heilongjiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1569/2022|EPI_ISL_16598349|2022-12-28,2022-12-28,EPI_ISL_16598349,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1570/2022|EPI_ISL_16598350|2022-12-28,2022-12-28,EPI_ISL_16598350,Heilongjiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1586/2022|EPI_ISL_16598351|2022-12-30,2022-12-30,EPI_ISL_16598351,Heilongjiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1587/2022|EPI_ISL_16598352|2022-12-30,2022-12-30,EPI_ISL_16598352,Heilongjiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1588/2022|EPI_ISL_16598353|2022-12-30,2022-12-30,EPI_ISL_16598353,Heilongjiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1564/2022|EPI_ISL_16598354|2022-12-27,2022-12-27,EPI_ISL_16598354,Heilongjiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1589/2022|EPI_ISL_16598355|2022-12-30,2022-12-30,EPI_ISL_16598355,Heilongjiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Heilongjiang/HLJCDC-1592/2022|EPI_ISL_16598356|2022-12-30,2022-12-30,EPI_ISL_16598356,Heilongjiang,22B (Omicron),BA.5.2.48,22B,Omicron
